0.000000 	 0.000000 
0.181818 	 1.000000 
0.330579 	 1.000000 
0.452292 	 1.000000 
0.551875 	 1.000000 
0.633352 	 1.000000 
0.700015 	 1.000000 
0.754558 	 1.000000 
0.799184 	 1.000000 
0.835696 	 1.000000 
0.865569 	 1.000000 
0.890011 	 1.000000 
0.910009 	 1.000000 
0.926371 	 1.000000 
0.939758 	 1.000000 
0.950711 	 1.000000 
0.959673 	 1.000000 
0.967005 	 1.000000 
0.973004 	 1.000000 
0.977912 	 1.000000 
0.981928 	 1.000000 
0.985214 	 1.000000 
0.987902 	 1.000000 
0.990102 	 1.000000 
0.991902 	 1.000000 
0.993374 	 1.000000 
0.994579 	 1.000000 
0.995564 	 1.000000 
0.996371 	 1.000000 
0.997031 	 1.000000 
0.997571 	 1.000000 
0.998012 	 1.000000 
0.998374 	 1.000000 
0.998669 	 1.000000 
0.998911 	 1.000000 
0.999109 	 1.000000 
0.999271 	 1.000000 
0.999404 	 1.000000 
0.999512 	 1.000000 
0.999601 	 1.000000 
0.999673 	 1.000000 
0.999733 	 1.000000 
0.999781 	 1.000000 
0.999821 	 1.000000 
0.999854 	 1.000000 
0.999880 	 1.000000 
0.999902 	 1.000000 
0.999920 	 1.000000 
0.999934 	 1.000000 
0.999946 	 1.000000 
0.999956 	 1.000000 
0.999964 	 1.000000 
0.999971 	 1.000000 
0.999976 	 1.000000 
0.999980 	 1.000000 
0.999984 	 1.000000 
0.999987 	 1.000000 
0.999989 	 1.000000 
0.999991 	 1.000000 
0.999993 	 1.000000 
0.999994 	 1.000000 
0.999995 	 1.000000 
0.999996 	 1.000000 
0.999997 	 1.000000 
0.999997 	 1.000000 
0.999998 	 1.000000 
0.999998 	 1.000000 
0.999999 	 1.000000 
0.999999 	 1.000000 
0.999999 	 1.000000 
0.999999 	 1.000000 
0.999999 	 1.000000 
0.999999 	 1.000000 
1.000000 	 1.000000 
1.000000 	 1.000000 
1.000000 	 1.000000 
1.000000 	 1.000000 
1.000000 	 1.000000 
1.000000 	 1.000000 
1.000000 	 1.000000 
1.000000 	 1.000000 
1.000000 	 1.000000 
1.000000 	 1.000000 
1.000000 	 1.000000 
1.000000 	 1.000000 
1.000000 	 1.000000 
1.000000 	 1.000000 
1.000000 	 1.000000 
1.000000 	 1.000000 
1.000000 	 1.000000 
1.000000 	 1.000000 
1.000000 	 1.000000 
1.000000 	 1.000000 
1.000000 	 1.000000 
1.000000 	 1.000000 
1.000000 	 1.000000 
1.000000 	 1.000000 
1.000000 	 0.000000 
1.000000 	 0.000000 
1.000000 	 0.000000 
00000 
0.837972 	 0.000000 
1.000000 	 0.000000 
